cluster_id,signal_id,user,period,malicious,rules,n_samples,n_variants,representative_text,evidence_facts,context_facts,suggested_label,suggested_rationale,label,notes
c649b67f9bdc_s004,c649b67f9bdc,CDE1846,2011-W14,yes,R5,4,6,"Specifically, the overall volume of file operations was significantly higher than what's typical for their role and peers.",F001 file operations=8 [own~1.50 max13] [peer~1 n366],F002 logon events=7 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=3 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=17,grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,grounded,
c649b67f9bdc_s005,c649b67f9bdc,CDE1846,2011-W14,yes,R5,2,2,This unusual surge in file activity is the primary evidence that triggered the detection rules.,F001 file operations=8 [own~1.50 max13] [peer~1 n366],F002 logon events=7 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=3 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=17,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
c649b67f9bdc_s006,c649b67f9bdc,CDE1846,2011-W14,yes,R5,2,2,"Carlos Dieter Ewing, an Electrical Engineer, had an unusual week (2011-W14).",F001 file operations=8 [own~1.50 max13] [peer~1 n366],F002 logon events=7 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=3 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=17,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
c649b67f9bdc_s007,c649b67f9bdc,CDE1846,2011-W14,yes,R5,1,1,The system flagged his activity due to an overall activity volume that far exceeded that of his same-role peers.,F001 file operations=8 [own~1.50 max13] [peer~1 n366],F002 logon events=7 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=3 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=17,grounded,"Main clause uses causal language and cites context-only fact (F006), not an evidence fact. Rule 4 fired.",grounded,
c649b67f9bdc_s008,c649b67f9bdc,CDE1846,2011-W14,yes,R5,1,1,This week's value is also above the peer range of 1 across 366 peers in the same role.,F001 file operations=8 [own~1.50 max13] [peer~1 n366],F002 logon events=7 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=3 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=17,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
c649b67f9bdc_s009,c649b67f9bdc,CDE1846,2011-W14,yes,R5,1,1,"This week, Carlos Dieter Ewing's (CDE1846) overall activity volume was significantly higher than that of his same-role peers.",F001 file operations=8 [own~1.50 max13] [peer~1 n366],F002 logon events=7 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=3 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=17,hallucinated,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
d0dc80a513b1_s004,d0dc80a513b1,AGW1590,2011-W10,no,"R2,R5",9,10,"Additionally, there were 12 files copied to removable media, which is also above her usual range of 3.",F001 files copied to removable media=12 [own~3 max13] ; F002 file operations=34 [own~14 max28] [peer~1 n328],F003 removable device connections=10 [own~5.50 max8] ; F004 removable device connections outside working hours=0 [own~0 max0] ; F005 logon events=12 [own~11 max12] [peer~5 n328] ; F006 web requests=765 [own~765 max765] [peer~810 n328] ; F007 distinct workstations used=3 [own~2 max3] [peer~1 n328] ; F008 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F009 hour of earliest logon in the week=6 ; F010 hour of latest logon in the week=14,grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,grounded,
d0dc80a513b1_s002,d0dc80a513b1,AGW1590,2011-W10,no,"R2,R5",7,7,"The most significant evidence is the unusually high number of file operations, with 34 operations this week, compared to the usual 14.",F001 files copied to removable media=12 [own~3 max13] ; F002 file operations=34 [own~14 max28] [peer~1 n328],F003 removable device connections=10 [own~5.50 max8] ; F004 removable device connections outside working hours=0 [own~0 max0] ; F005 logon events=12 [own~11 max12] [peer~5 n328] ; F006 web requests=765 [own~765 max765] [peer~810 n328] ; F007 distinct workstations used=3 [own~2 max3] [peer~1 n328] ; F008 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F009 hour of earliest logon in the week=6 ; F010 hour of latest logon in the week=14,grounded,Main clause asserts evidence fact (F002) and all numbers trace to facts[]. Rule 1 fired.,grounded,
d0dc80a513b1_s003,d0dc80a513b1,AGW1590,2011-W10,no,"R2,R5",3,3,"This is significantly above not only her typical range but also the range of her same-role peers, who averaged only 1 file operation this week.",F001 files copied to removable media=12 [own~3 max13] ; F002 file operations=34 [own~14 max28] [peer~1 n328],F003 removable device connections=10 [own~5.50 max8] ; F004 removable device connections outside working hours=0 [own~0 max0] ; F005 logon events=12 [own~11 max12] [peer~5 n328] ; F006 web requests=765 [own~765 max765] [peer~810 n328] ; F007 distinct workstations used=3 [own~2 max3] [peer~1 n328] ; F008 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F009 hour of earliest logon in the week=6 ; F010 hour of latest logon in the week=14,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
d0dc80a513b1_s005,d0dc80a513b1,AGW1590,2011-W10,no,"R2,R5",2,2,"This week's activity for user AGW1590, a salesman in the RegionalSales team, was flagged due to an elevated number of files copied to removable media and overall activity volume far outside the peer distribution.",F001 files copied to removable media=12 [own~3 max13] ; F002 file operations=34 [own~14 max28] [peer~1 n328],F003 removable device connections=10 [own~5.50 max8] ; F004 removable device connections outside working hours=0 [own~0 max0] ; F005 logon events=12 [own~11 max12] [peer~5 n328] ; F006 web requests=765 [own~765 max765] [peer~810 n328] ; F007 distinct workstations used=3 [own~2 max3] [peer~1 n328] ; F008 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F009 hour of earliest logon in the week=6 ; F010 hour of latest logon in the week=14,grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,grounded,
d0dc80a513b1_s007,d0dc80a513b1,AGW1590,2011-W10,no,"R2,R5",2,2,The UEBA system flagged AGW1590's week (2011-W10) due to evidence from triggered rules.,F001 files copied to removable media=12 [own~3 max13] ; F002 file operations=34 [own~14 max28] [peer~1 n328],F003 removable device connections=10 [own~5.50 max8] ; F004 removable device connections outside working hours=0 [own~0 max0] ; F005 logon events=12 [own~11 max12] [peer~5 n328] ; F006 web requests=765 [own~765 max765] [peer~810 n328] ; F007 distinct workstations used=3 [own~2 max3] [peer~1 n328] ; F008 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F009 hour of earliest logon in the week=6 ; F010 hour of latest logon in the week=14,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
d0dc80a513b1_s001,d0dc80a513b1,AGW1590,2011-W10,no,"R2,R5",1,1,Alma Gloria Wolfe's activity this week is flagged due to two triggered detection rules.,F001 files copied to removable media=12 [own~3 max13] ; F002 file operations=34 [own~14 max28] [peer~1 n328],F003 removable device connections=10 [own~5.50 max8] ; F004 removable device connections outside working hours=0 [own~0 max0] ; F005 logon events=12 [own~11 max12] [peer~5 n328] ; F006 web requests=765 [own~765 max765] [peer~810 n328] ; F007 distinct workstations used=3 [own~2 max3] [peer~1 n328] ; F008 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F009 hour of earliest logon in the week=6 ; F010 hour of latest logon in the week=14,grounded,"Main clause uses causal language and cites context-only fact (F008), not an evidence fact. Rule 4 fired.",grounded,Resolved after initial pass to close a slice-boundary gap in review.
d0dc80a513b1_s006,d0dc80a513b1,AGW1590,2011-W10,no,"R2,R5",1,1,"These elevated numbers are not just a one-time spike, but rather a sustained increase that is far above their peer group's activity volume this week.",F001 files copied to removable media=12 [own~3 max13] ; F002 file operations=34 [own~14 max28] [peer~1 n328],F003 removable device connections=10 [own~5.50 max8] ; F004 removable device connections outside working hours=0 [own~0 max0] ; F005 logon events=12 [own~11 max12] [peer~5 n328] ; F006 web requests=765 [own~765 max765] [peer~810 n328] ; F007 distinct workstations used=3 [own~2 max3] [peer~1 n328] ; F008 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F009 hour of earliest logon in the week=6 ; F010 hour of latest logon in the week=14,unverifiable,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
d0dc80a513b1_s008,d0dc80a513b1,AGW1590,2011-W10,no,"R2,R5",1,1,These elevated numbers triggered rules R2 and R5.,F001 files copied to removable media=12 [own~3 max13] ; F002 file operations=34 [own~14 max28] [peer~1 n328],F003 removable device connections=10 [own~5.50 max8] ; F004 removable device connections outside working hours=0 [own~0 max0] ; F005 logon events=12 [own~11 max12] [peer~5 n328] ; F006 web requests=765 [own~765 max765] [peer~810 n328] ; F007 distinct workstations used=3 [own~2 max3] [peer~1 n328] ; F008 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F009 hour of earliest logon in the week=6 ; F010 hour of latest logon in the week=14,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
d0dc80a513b1_s009,d0dc80a513b1,AGW1590,2011-W10,no,"R2,R5",1,1,"This suggests that AGW1590 may have been engaging in some unusual activity or handling more files than usual, which warrants further investigation.",F001 files copied to removable media=12 [own~3 max13] ; F002 file operations=34 [own~14 max28] [peer~1 n328],F003 removable device connections=10 [own~5.50 max8] ; F004 removable device connections outside working hours=0 [own~0 max0] ; F005 logon events=12 [own~11 max12] [peer~5 n328] ; F006 web requests=765 [own~765 max765] [peer~810 n328] ; F007 distinct workstations used=3 [own~2 max3] [peer~1 n328] ; F008 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F009 hour of earliest logon in the week=6 ; F010 hour of latest logon in the week=14,unverifiable,Sentence contains speculative/hedge language ('warrants further investigation'); neither matches nor contradicts any fact; rule 5 fired.,unverifiable,
d0dc80a513b1_s010,d0dc80a513b1,AGW1590,2011-W10,no,"R2,R5",1,1,"The elevated activity volume is further supported by the fact that it is far outside the peer distribution for same-role users, with 34 operations compared to the typical 1 among 328 peers.",F001 files copied to removable media=12 [own~3 max13] ; F002 file operations=34 [own~14 max28] [peer~1 n328],F003 removable device connections=10 [own~5.50 max8] ; F004 removable device connections outside working hours=0 [own~0 max0] ; F005 logon events=12 [own~11 max12] [peer~5 n328] ; F006 web requests=765 [own~765 max765] [peer~810 n328] ; F007 distinct workstations used=3 [own~2 max3] [peer~1 n328] ; F008 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F009 hour of earliest logon in the week=6 ; F010 hour of latest logon in the week=14,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
d0dc80a513b1_s011,d0dc80a513b1,AGW1590,2011-W10,no,"R2,R5",1,1,"This is likely due to an elevated number of files copied to removable media, which triggered rule R2.",F001 files copied to removable media=12 [own~3 max13] ; F002 file operations=34 [own~14 max28] [peer~1 n328],F003 removable device connections=10 [own~5.50 max8] ; F004 removable device connections outside working hours=0 [own~0 max0] ; F005 logon events=12 [own~11 max12] [peer~5 n328] ; F006 web requests=765 [own~765 max765] [peer~810 n328] ; F007 distinct workstations used=3 [own~2 max3] [peer~1 n328] ; F008 days with recorded activity=5 [own~5 max5] [peer~5 n328] ; F009 hour of earliest logon in the week=6 ; F010 hour of latest logon in the week=14,hallucinated,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,grounded,Mislabelled 'hallucinated' in the earlier mechanical pre-pass despite its own rationale describing grounded reasoning. Manually re-verified: grounded.
d7021ac17ab1_s003,d7021ac17ab1,CDE1846,2011-W12,yes,R5,6,6,"Carlos Dieter Ewing, an Electrical Engineer, had a week (2011-W12) where his overall activity volume was significantly higher than that of his peers.",F001 file operations=13 [own~1 max6] [peer~1 n366],F002 logon events=6 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=2 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=9 ; F008 hour of latest logon in the week=17,hallucinated,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
d7021ac17ab1_s004,d7021ac17ab1,CDE1846,2011-W12,yes,R5,5,5,"Specifically, he performed 13 file operations, which is well above his usual range and far outside the typical range for his role.",F001 file operations=13 [own~1 max6] [peer~1 n366],F002 logon events=6 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=2 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=9 ; F008 hour of latest logon in the week=17,hallucinated,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,grounded,
d7021ac17ab1_s002,d7021ac17ab1,CDE1846,2011-W12,yes,R5,4,4,"Specifically, the file operations for this week, at 13, are significantly higher than their typical range of 1 and exceed the peer average of 1 across 366 peers in this role.",F001 file operations=13 [own~1 max6] [peer~1 n366],F002 logon events=6 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=2 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=9 ; F008 hour of latest logon in the week=17,hallucinated,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,grounded,
d7021ac17ab1_s007,d7021ac17ab1,CDE1846,2011-W12,yes,R5,4,4,This anomaly is the primary evidence for the triggered detection rule.,F001 file operations=13 [own~1 max6] [peer~1 n366],F002 logon events=6 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=2 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=9 ; F008 hour of latest logon in the week=17,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
d7021ac17ab1_s006,d7021ac17ab1,CDE1846,2011-W12,yes,R5,3,3,"This week's activity for user CDE1846, Carlos Dieter Ewing, was flagged due to an unusually high volume of file operations.",F001 file operations=13 [own~1 max6] [peer~1 n366],F002 logon events=6 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=2 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=9 ; F008 hour of latest logon in the week=17,grounded,Main clause asserts evidence fact (F001) and all numbers trace to facts[]. Rule 1 fired.,grounded,
d7021ac17ab1_s008,d7021ac17ab1,CDE1846,2011-W12,yes,R5,2,2,"This suggests that Carlos has been working extensively with files, potentially indicating a project or task that requires a large amount of data processing or manipulation.",F001 file operations=13 [own~1 max6] [peer~1 n366],F002 logon events=6 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=2 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=9 ; F008 hour of latest logon in the week=17,unverifiable,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",unverifiable,
d7021ac17ab1_s001,d7021ac17ab1,CDE1846,2011-W12,yes,R5,1,2,The UEBA system flagged CDE1846's week due to evidence of overall activity volume far outside the same-role peer distribution.,F001 file operations=13 [own~1 max6] [peer~1 n366],F002 logon events=6 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=2 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=9 ; F008 hour of latest logon in the week=17,grounded,"Main clause uses causal language and cites context-only fact (F006), not an evidence fact. Rule 4 fired.",grounded,
d7021ac17ab1_s005,d7021ac17ab1,CDE1846,2011-W12,yes,R5,1,1,This anomaly is likely the primary reason why his week was flagged.,F001 file operations=13 [own~1 max6] [peer~1 n366],F002 logon events=6 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=2 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=9 ; F008 hour of latest logon in the week=17,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
d7021ac17ab1_s009,d7021ac17ab1,CDE1846,2011-W12,yes,R5,1,1,"While other aspects of their behavior, such as logon events, web requests, and workstation usage, are within their usual range, the file operations anomaly stands out.",F001 file operations=13 [own~1 max6] [peer~1 n366],F002 logon events=6 [own~5 max6] [peer~5 n366] ; F003 web requests=475 [own~475 max475] [peer~475 n366] ; F004 removable device connections=0 [own~0 max0] ; F005 distinct workstations used=2 [own~1 max2] [peer~1 n366] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n366] ; F007 hour of earliest logon in the week=9 ; F008 hour of latest logon in the week=17,grounded,"Main clause asserts evidence fact (F001) and all numbers trace to facts[]. [Compound: main='such as logon events, web requests, and workstation usage, a...', sub='While other aspects of their behavior...'] Rule 1 fired.",grounded,
e0daedcec5e8_s001,e0daedcec5e8,ZCS0012,2010-W32,no,R3,10,11,ZCS0012's activity this week is flagged due to an unusual volume of attachment data sent to external recipients.,F001 bytes of email attachments sent=54.57M [own~23.37M max45.10M] [peer~15.75M n10] ; F002 external email recipients=61 [own~39 max50] [peer~44 n10],F003 emails sent to at least one external recipient=36 [own~23.50 max30] [peer~23.50 n10] ; F004 emails sent=50 [own~47 max62] [peer~48.50 n10] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n10] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n10] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
e0daedcec5e8_s002,e0daedcec5e8,ZCS0012,2010-W32,no,R3,10,10,"Specifically, the 54.57 MB of email attachments sent is significantly higher than their usual range of 23.37 MB.",F001 bytes of email attachments sent=54.57M [own~23.37M max45.10M] [peer~15.75M n10] ; F002 external email recipients=61 [own~39 max50] [peer~44 n10],F003 emails sent to at least one external recipient=36 [own~23.50 max30] [peer~23.50 n10] ; F004 emails sent=50 [own~47 max62] [peer~48.50 n10] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n10] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n10] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,Resolved after initial pass to close a slice-boundary gap in review.
e0daedcec5e8_s006,e0daedcec5e8,ZCS0012,2010-W32,no,R3,4,4,"Additionally, she sent attachments to 61 external recipients, which is within her usual range of 39.",F001 bytes of email attachments sent=54.57M [own~23.37M max45.10M] [peer~15.75M n10] ; F002 external email recipients=61 [own~39 max50] [peer~44 n10],F003 emails sent to at least one external recipient=36 [own~23.50 max30] [peer~23.50 n10] ; F004 emails sent=50 [own~47 max62] [peer~48.50 n10] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n10] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n10] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,false precision,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
e0daedcec5e8_s005,e0daedcec5e8,ZCS0012,2010-W32,no,R3,3,3,"This week's attachment volume is also within the range of their peers in the same role, but it's still notable that it's above their own typical range.",F001 bytes of email attachments sent=54.57M [own~23.37M max45.10M] [peer~15.75M n10] ; F002 external email recipients=61 [own~39 max50] [peer~44 n10],F003 emails sent to at least one external recipient=36 [own~23.50 max30] [peer~23.50 n10] ; F004 emails sent=50 [own~47 max62] [peer~48.50 n10] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n10] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n10] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,hallucinated,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
e0daedcec5e8_s003,e0daedcec5e8,ZCS0012,2010-W32,no,R3,2,2,"This volume is also higher than what their peers in the same role typically send this week, which is 15.75 MB.",F001 bytes of email attachments sent=54.57M [own~23.37M max45.10M] [peer~15.75M n10] ; F002 external email recipients=61 [own~39 max50] [peer~44 n10],F003 emails sent to at least one external recipient=36 [own~23.50 max30] [peer~23.50 n10] ; F004 emails sent=50 [own~47 max62] [peer~48.50 n10] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n10] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n10] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
e0daedcec5e8_s004,e0daedcec5e8,ZCS0012,2010-W32,no,R3,2,2,"However, it's worth noting that the number of external email recipients, 61, is within their usual range and similar to what peers in the same role have seen this week.",F001 bytes of email attachments sent=54.57M [own~23.37M max45.10M] [peer~15.75M n10] ; F002 external email recipients=61 [own~39 max50] [peer~44 n10],F003 emails sent to at least one external recipient=36 [own~23.50 max30] [peer~23.50 n10] ; F004 emails sent=50 [own~47 max62] [peer~48.50 n10] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n10] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n10] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,grounded,"Main clause asserts evidence fact (F001, F002) and all numbers trace to facts[]. Rule 1 fired.",grounded,
e0daedcec5e8_s007,e0daedcec5e8,ZCS0012,2010-W32,no,R3,1,1,"This anomaly is concerning, as it indicates that Vice President Snow may have sent a larger-than-usual amount of sensitive or confidential information to external parties.",F001 bytes of email attachments sent=54.57M [own~23.37M max45.10M] [peer~15.75M n10] ; F002 external email recipients=61 [own~39 max50] [peer~44 n10],F003 emails sent to at least one external recipient=36 [own~23.50 max30] [peer~23.50 n10] ; F004 emails sent=50 [own~47 max62] [peer~48.50 n10] ; F005 distinct workstations used=1 [own~1 max1] [peer~1 n10] ; F006 days with recorded activity=5 [own~5 max5] [peer~5 n10] ; F007 hour of earliest logon in the week=8 ; F008 hour of latest logon in the week=8,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",unverifiable,
e4f5ca67cebc_s002,e4f5ca67cebc,JAF0209,2010-W52,no,"R1,R5",10,11,"The most notable evidence is the unusually high volume of logons (8) outside the user's working hours, which is far above their typical range.",F001 logons outside working hours=8 [own~2.50 max6] ; F002 web requests=1330 [own~950 max1140] [peer~760 n23],F003 logon events=14 [own~9.50 max14] [peer~5 n23] ; F004 logons at the weekend=3 [own~0.50 max3] ; F005 days with recorded activity=7 [own~5 max7] [peer~4 n23] ; F006 file operations=5 [own~3 max8] [peer~1 n23] ; F007 removable device connections=0 [own~0 max0] ; F008 distinct workstations used=1 [own~1 max1] [peer~1 n23] ; F009 hour of earliest logon in the week=1 ; F010 hour of latest logon in the week=20,grounded,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
e4f5ca67cebc_s003,e4f5ca67cebc,JAF0209,2010-W52,no,"R1,R5",10,10,"Additionally, the overall activity volume (1330 web requests) is far outside the peer distribution for users in the same role.",F001 logons outside working hours=8 [own~2.50 max6] ; F002 web requests=1330 [own~950 max1140] [peer~760 n23],F003 logon events=14 [own~9.50 max14] [peer~5 n23] ; F004 logons at the weekend=3 [own~0.50 max3] ; F005 days with recorded activity=7 [own~5 max7] [peer~4 n23] ; F006 file operations=5 [own~3 max8] [peer~1 n23] ; F007 removable device connections=0 [own~0 max0] ; F008 distinct workstations used=1 [own~1 max1] [peer~1 n23] ; F009 hour of earliest logon in the week=1 ; F010 hour of latest logon in the week=20,grounded,"Main clause asserts evidence fact (F001, F002) and all numbers trace to facts[]. Rule 1 fired.",grounded,
e4f5ca67cebc_s005,e4f5ca67cebc,JAF0209,2010-W52,no,"R1,R5",6,6,"This week's activity for JAF0209, Director of Research and Engineering, has triggered detection rules due to unusual volume of logons outside their working hours and overall activity volume far outside their same-role peer distribution.",F001 logons outside working hours=8 [own~2.50 max6] ; F002 web requests=1330 [own~950 max1140] [peer~760 n23],F003 logon events=14 [own~9.50 max14] [peer~5 n23] ; F004 logons at the weekend=3 [own~0.50 max3] ; F005 days with recorded activity=7 [own~5 max7] [peer~4 n23] ; F006 file operations=5 [own~3 max8] [peer~1 n23] ; F007 removable device connections=0 [own~0 max0] ; F008 distinct workstations used=1 [own~1 max1] [peer~1 n23] ; F009 hour of earliest logon in the week=1 ; F010 hour of latest logon in the week=20,misweighted,"No rule fired: no unmatched numbers, no speculative language, no causal-context pattern, and no clear evidence-gloss assertion; needs full manual judgement.",grounded,
